"日付","始値","高値","安値","終値","前日比","出来高","貸株残高","融資残高","貸借倍率","逆日歩","5DMA","25DMA","75DMA","5DVMA","25DVMA","75DVMA"
"2017/11/07","20,410.0","21,200.0","20,390.0","21,190.0","+750.0","11,028,406","878,288","248,450","0.28","5.00","20,352.00","18,600.80","16,632.80","8,485,978","6,164,115","4,988,056"
"2017/11/06","20,570.0","20,640.0","20,230.0","20,440.0","+30.0","7,104,932","954,162","337,166","0.35","5.00","20,010.00","18,419.20","16,562.93","7,623,051","5,885,917","4,873,930"
"2017/11/02","20,380.0","20,420.0","20,180.0","20,410.0","+170.0","7,505,565","1,000,277","280,359","0.28","5.00","19,824.00","18,270.00","16,502.53","7,849,302","5,820,569","4,860,801"
"2017/11/01","19,800.0","20,290.0","19,790.0","20,240.0","+760.0","10,783,876","1,089,400","277,411","0.25","5.00","19,548.00","18,115.60","16,445.46","7,381,225","5,667,383","4,797,940"
"2017/10/31","19,250.0","19,520.0","19,190.0","19,480.0","0.0","6,007,113","949,573","341,757","0.36","5.00","19,300.00","17,962.40","16,390.13","7,173,831","5,372,676","4,709,968"
"2017/10/30","19,580.0","19,630.0","19,330.0","19,480.0","-30.0","6,713,772","1,006,846","332,198","0.33","-","19,234.00","17,844.80","16,344.80","7,233,397","5,260,059","4,692,787"
"2017/10/27","19,230.0","19,520.0","19,160.0","19,510.0","+480.0","8,236,187","1,134,772","291,355","0.26","-","19,128.00","17,721.20","16,301.60","7,429,751","5,205,720","4,668,738"
"2017/10/26","18,980.0","19,110.0","18,950.0","19,030.0","+30.0","5,165,178","1,176,395","334,147","0.28","5.00","18,930.00","17,600.40","16,255.73","6,845,030","5,116,814","4,615,132"
"2017/10/25","19,330.0","19,350.0","18,860.0","19,000.0","-150.0","9,746,906","1,236,597","324,416","0.26","5.00","18,830.00","17,495.60","16,212.93","6,857,220","5,066,771","4,613,070"
"2017/10/24","18,880.0","19,150.0","18,850.0","19,150.0","+200.0","6,304,942","1,277,214","189,833","0.15","35.00","18,708.00","17,391.20","16,171.86","5,708,316","5,029,563","4,551,076"
"2017/10/23","18,980.0","19,000.0","18,800.0","18,950.0","+430.0","7,695,544","1,331,663","193,449","0.15","45.00","18,548.00","17,255.20","16,130.66","5,859,135","4,963,292","4,551,614"
"2017/10/20","18,400.0","18,600.0","18,370.0","18,520.0","-10.0","5,312,583","1,289,486","200,797","0.16","45.00","18,400.00","17,121.20","16,091.06","5,443,204","4,848,375","4,530,010"
"2017/10/19","18,530.0","18,610.0","18,400.0","18,530.0","+140.0","5,226,126","1,196,288","184,752","0.15","55.00","18,304.00","17,008.00","16,057.86","5,823,767","4,815,747","4,511,689"
"2017/10/18","18,390.0","18,460.0","18,290.0","18,390.0","+40.0","4,002,389","1,100,467","205,827","0.19","5.00","18,134.00","16,888.00","16,023.86","5,609,192","4,836,873","4,559,470"
"2017/10/17","18,380.0","18,430.0","18,140.0","18,350.0","+140.0","7,059,034","1,015,322","255,310","0.25","-","17,966.00","16,759.20","15,995.73","5,556,232","4,866,637","4,565,241"
"2017/10/16","18,130.0","18,350.0","18,070.0","18,210.0","+170.0","5,615,892","1,160,423","259,967","0.22","5.00","17,786.00","16,616.00","15,966.40","4,908,443","4,801,369","4,522,701"
"2017/10/13","17,670.0","18,110.0","17,630.0","18,040.0","+360.0","7,215,394","1,207,076","239,057","0.20","60.00","17,594.00","16,485.20","15,940.40","4,400,286","4,726,240","4,502,882"
"2017/10/12","17,700.0","17,730.0","17,620.0","17,680.0","+130.0","4,153,253","1,094,885","286,711","0.26","5.00","17,416.00","16,359.60","15,915.06","3,665,762","4,593,235","4,440,169"
"2017/10/11","17,420.0","17,600.0","17,400.0","17,550.0","+100.0","3,737,587","925,398","272,195","0.29","5.00","17,308.00","16,249.60","15,894.26","3,918,633","4,633,935","4,428,030"
"2017/10/10","17,200.0","17,460.0","17,180.0","17,450.0","+200.0","3,820,090","1,038,245","204,417","0.20","5.00","17,222.00","16,152.80","15,874.80","4,476,277","4,690,345","4,425,893"
"2017/10/06","17,260.0","17,290.0","17,190.0","17,250.0","+100.0","3,075,106","1,054,653","244,404","0.23","5.00","17,084.00","16,071.60","15,857.06","4,333,623","4,658,089","4,451,633"
"2017/10/05","17,170.0","17,190.0","17,090.0","17,150.0","+10.0","3,542,774","1,192,375","205,929","0.17","55.00","16,964.00","15,995.60","15,844.00","4,533,294","4,711,995","4,511,097"
"2017/10/04","17,170.0","17,230.0","17,070.0","17,140.0","+20.0","5,417,610","1,186,069","235,033","0.20","65.00","16,876.00","15,915.20","15,828.80","4,918,987","4,748,925","4,526,794"
"2017/10/03","16,860.0","17,140.0","16,820.0","17,120.0","+360.0","6,525,809","1,142,805","185,292","0.16","5.00","16,758.00","15,825.60","15,811.06","4,570,646","4,812,504","4,522,895"
"2017/10/02","16,740.0","16,770.0","16,690.0","16,760.0","+110.0","3,106,816","1,081,716","223,699","0.21","5.00","16,616.00","15,742.00","15,791.33","3,948,725","4,690,593","4,519,936"
"2017/09/29","16,610.0","16,700.0","16,560.0","16,650.0","-60.0","4,073,463","921,810","229,482","0.25","5.00","16,572.00","15,673.20","15,777.60","3,965,701","4,701,512","4,524,136"
"2017/09/28","16,750.0","16,760.0","16,580.0","16,710.0","+160.0","5,471,237","1,193,057","284,800","0.24","5.00","16,520.00","15,602.40","15,765.73","4,222,064","4,670,909","4,508,441"
"2017/09/27","16,530.0","16,560.0","16,450.0","16,550.0","+140.0","3,675,906","798,300","345,375","0.43","5.00","16,476.00","15,534.00","15,753.33","4,330,526","4,604,987","4,494,961"
"2017/09/26","16,470.0","16,510.0","16,380.0","16,410.0","-130.0","3,416,205","784,355","347,458","0.44","5.00","16,448.00","15,470.00","15,745.06","4,378,166","4,598,738","4,532,003"
"2017/09/25","16,590.0","16,630.0","16,490.0","16,540.0","+150.0","3,191,694","814,757","349,814","0.43","-","16,444.00","15,411.20","15,736.66","5,458,267","4,626,729","4,555,701"
"2017/09/22","16,530.0","16,580.0","16,310.0","16,390.0","-100.0","5,355,281","815,596","377,544","0.46","5.00","16,286.00","15,351.60","15,728.13","5,749,561","4,746,100","4,570,330"
"2017/09/21","16,660.0","16,690.0","16,440.0","16,490.0","+80.0","6,013,548","847,979","354,542","0.42","5.00","16,128.00","15,313.20","15,721.06","5,643,029","4,616,507","4,593,561"
"2017/09/20","16,380.0","16,450.0","16,330.0","16,410.0","+20.0","3,914,104","883,469","97,836","0.11","5.00","15,968.00","15,272.40","15,717.33","5,339,694","4,476,636","4,600,402"
"2017/09/19","16,100.0","16,400.0","16,100.0","16,390.0","+640.0","8,816,712","934,370","64,158","0.07","5.00","15,792.00","15,237.20","15,715.20","5,707,728","4,544,062","4,719,224"
"2017/09/15","15,540.0","15,800.0","15,540.0","15,750.0","+150.0","4,648,160","554,124","217,466","0.39","-","15,548.00","15,188.80","15,706.00","4,893,683","4,480,069","4,698,330"
"2017/09/14","15,680.0","15,760.0","15,570.0","15,600.0","-90.0","4,822,623","559,143","344,297","0.62","-","15,352.00","15,178.00","15,700.93","5,049,520","4,471,553","4,670,655"
"2017/09/13","15,690.0","15,720.0","15,640.0","15,690.0","+160.0","4,496,873","568,441","251,177","0.44","-","15,220.00","15,173.20","15,698.53","4,832,530","4,633,255","4,666,849"
"2017/09/12","15,470.0","15,560.0","15,430.0","15,530.0","+360.0","5,754,273","311,731","323,018","1.04","-","15,062.00","15,181.20","15,695.20","4,711,209","4,585,094","4,641,741"
"2017/09/11","15,020.0","15,210.0","15,000.0","15,170.0","+400.0","4,746,490","210,408","444,887","2.11","-","14,942.00","15,200.00","15,693.86","4,594,502","4,456,160","4,616,220"
"2017/09/08","14,870.0","14,890.0","14,700.0","14,770.0","-170.0","5,427,345","109,505","465,127","4.25","-","14,934.00","15,227.20","15,700.00","4,674,774","4,357,386","4,619,242"
"2017/09/07","15,000.0","15,080.0","14,900.0","14,940.0","+40.0","3,737,671","140,427","431,411","3.07","-","15,064.00","15,274.00","15,710.13","4,192,040","4,292,316","4,600,580"
"2017/09/06","14,800.0","14,920.0","14,740.0","14,900.0","-30.0","3,890,268","120,741","432,229","3.58","-","15,146.00","15,318.40","15,715.06","4,329,057","4,309,811","4,595,521"
"2017/09/05","15,190.0","15,190.0","14,890.0","14,930.0","-200.0","5,170,740","139,158","429,265","3.08","-","15,194.00","15,357.60","15,722.00","4,444,207","4,257,877","4,599,868"
"2017/09/04","15,300.0","15,310.0","15,090.0","15,130.0","-290.0","5,147,847","225,906","416,351","1.84","-","15,188.00","15,393.20","15,726.93","4,811,479","4,158,896","4,623,297"
"2017/09/01","15,480.0","15,490.0","15,300.0","15,420.0","+70.0","3,013,676","269,192","350,843","1.30","-","15,168.00","15,422.00","15,728.26","4,477,513","4,138,552","4,689,263"
"2017/08/31","15,250.0","15,400.0","15,240.0","15,350.0","+210.0","4,422,758","230,676","368,113","1.60","-","15,092.00","15,446.40","15,731.06","4,550,738","4,216,367","4,745,243"
"2017/08/30","15,080.0","15,170.0","15,020.0","15,140.0","+240.0","4,466,018","204,146","383,420","1.88","-","14,998.00","15,472.40","15,736.93","4,327,866","4,183,876","4,753,418"
"2017/08/29","14,820.0","14,920.0","14,770.0","14,900.0","-130.0","7,007,099","225,383","440,708","1.96","-","14,970.00","15,500.80","15,744.53","4,199,298","4,123,847","4,753,687"
"2017/08/28","15,080.0","15,160.0","14,980.0","15,030.0","-10.0","3,478,018","181,007","403,304","2.23","-","14,980.00","15,539.20","15,756.13","3,501,814","4,071,482","4,753,459"
"2017/08/25","14,960.0","15,080.0","14,920.0","15,040.0","+160.0","3,379,797","160,901","408,316","2.54","-","14,962.00","15,580.40","15,767.73","3,629,408","4,048,197","4,784,097"
"2017/08/24","14,900.0","15,000.0","14,880.0","14,880.0","-120.0","3,308,400","152,930","431,289","2.82","-","14,964.00","15,624.40","15,777.73","4,188,642","4,098,543","4,825,580"
"2017/08/23","15,180.0","15,200.0","14,960.0","15,000.0","+50.0","3,823,176","165,471","429,377","2.59","-","15,074.00","15,667.20","15,788.66","3,950,055","4,064,965","4,857,488"
"2017/08/22","14,910.0","15,010.0","14,890.0","14,950.0","+10.0","3,519,683","144,695","469,656","3.25","-","15,168.00","15,703.60","15,798.93","3,688,770","4,156,847","4,971,024"
"2017/08/21","15,100.0","15,120.0","14,900.0","14,940.0","-110.0","4,115,986","132,229","461,370","3.49","-","15,284.00","15,750.80","15,800.53","4,104,788","4,127,699","5,018,735"
"2017/08/18","15,070.0","15,180.0","15,000.0","15,050.0","-380.0","6,175,968","130,735","432,519","3.31","-","15,332.00","15,796.80","15,799.33","4,724,965","4,130,499","5,017,333"
"2017/08/17","15,430.0","15,490.0","15,380.0","15,430.0","-40.0","2,115,466","124,933","351,818","2.82","-","15,418.00","15,838.00","15,794.53","4,376,827","4,072,200","5,004,669"
"2017/08/16","15,490.0","15,540.0","15,450.0","15,470.0","-60.0","2,516,750","168,374","337,428","2.00","-","15,428.00","15,870.40","15,785.86","5,726,769","4,183,986","5,054,109"
"2017/08/15","15,390.0","15,620.0","15,370.0","15,530.0","+350.0","5,599,773","160,950","331,515","2.06","-","15,512.00","15,894.40","15,777.33","5,881,984","4,251,946","5,131,585"
"2017/08/14","15,220.0","15,270.0","15,090.0","15,180.0","-300.0","7,216,870","163,537","388,941","2.38","-","15,606.00","15,906.00","15,763.73","5,268,218","4,228,377","5,176,559"
"2017/08/10","15,580.0","15,640.0","15,400.0","15,480.0","0.0","4,435,279","183,501","309,623","1.69","-","15,740.00","15,935.60","15,750.80","4,280,272","4,143,597","5,190,915"
"2017/08/09","15,790.0","15,800.0","15,360.0","15,480.0","-410.0","8,865,173","183,763","392,076","2.13","-","15,832.00","15,958.80","15,728.93","4,153,335","4,219,997","5,211,426"
"2017/08/08","16,000.0","16,020.0","15,860.0","15,890.0","-110.0","3,292,828","428,340","314,047","0.73","-","15,946.00","15,978.80","15,703.46","3,215,308","4,108,399","5,150,035"
"2017/08/07","16,000.0","16,040.0","15,960.0","16,000.0","+150.0","2,530,941","572,991","176,810","0.31","-","15,944.00","15,984.40","15,672.53","3,075,127","4,134,226","5,169,542"
"2017/08/04","15,860.0","15,880.0","15,810.0","15,850.0","-90.0","2,277,139","442,293","218,507","0.49","-","15,908.00","15,983.60","15,639.73","3,108,183","4,385,376","5,212,649"
"2017/08/03","16,010.0","16,020.0","15,890.0","15,940.0","-110.0","3,800,596","519,931","263,147","0.51","-","15,908.00","16,000.80","15,607.73","3,580,603","4,471,699","5,262,078"
"2017/08/02","16,010.0","16,080.0","15,950.0","16,050.0","+170.0","4,175,040","578,864","143,312","0.25","-","15,926.00","16,009.20","15,574.00","3,812,291","4,474,417","5,275,177"
"2017/08/01","15,810.0","15,910.0","15,800.0","15,880.0","+60.0","2,591,922","462,978","200,771","0.43","-","15,916.00","16,017.60","15,540.66","3,699,382","4,472,596","5,339,162"
"2017/07/31","15,830.0","15,880.0","15,770.0","15,820.0","-30.0","2,696,220","401,967","222,699","0.55","-","15,910.00","16,028.00","15,511.73","3,774,058","4,469,395","5,398,899"
"2017/07/28","15,960.0","15,980.0","15,800.0","15,850.0","-180.0","4,639,237","322,630","344,919","1.07","-","15,918.00","16,040.00","15,487.60","4,374,406","4,491,260","5,425,708"
"2017/07/27","15,970.0","16,200.0","15,930.0","16,030.0","+30.0","4,959,038","428,225","153,750","0.36","-","15,960.00","16,049.60","15,464.26","4,025,739","4,448,782","5,431,402"
"2017/07/26","16,060.0","16,100.0","15,950.0","16,000.0","+150.0","3,610,496","378,266","201,733","0.53","-","15,982.00","16,053.20","15,436.00","3,961,619","4,480,445","5,559,021"
"2017/07/25","15,870.0","15,960.0","15,810.0","15,850.0","-10.0","2,965,299","276,413","245,051","0.89","-","15,972.00","16,064.00","15,406.80","3,733,310","4,637,420","5,656,105"
"2017/07/24","15,880.0","15,910.0","15,750.0","15,860.0","-200.0","5,697,963","280,106","237,398","0.85","-","15,984.00","16,070.40","15,385.06","4,364,296","4,707,609","5,693,142"
"2017/07/21","16,060.0","16,120.0","16,040.0","16,060.0","-80.0","2,895,903","435,542","219,564","0.50","-","16,038.00","16,068.40","15,362.26","3,782,902","4,684,700","5,733,198"
"2017/07/20","15,980.0","16,160.0","15,950.0","16,140.0","+190.0","4,638,436","460,636","169,289","0.37","-","16,044.00","16,051.60","15,340.40","4,040,916","4,821,019","5,750,148"
"2017/07/19","15,870.0","15,960.0","15,840.0","15,950.0","+40.0","2,468,950","378,259","302,432","0.80","-","16,032.00","16,035.20","15,316.00","4,056,929","4,772,354","5,778,177"
"2017/07/18","16,050.0","16,050.0","15,830.0","15,910.0","-220.0","6,120,228","340,329","422,908","1.24","-","16,090.00","16,027.60","15,296.66","4,545,163","4,789,450","5,809,891"
"2017/07/14","16,140.0","16,170.0","16,080.0","16,130.0","+40.0","2,790,997","413,088","293,454","0.71","-","16,122.00","16,022.40","15,280.93","4,164,266","4,723,048","5,800,074"
"2017/07/13","16,180.0","16,210.0","16,020.0","16,090.0","+10.0","4,185,971","436,148","305,321","0.70","-","16,060.00","16,014.40","15,259.33","4,608,176","4,869,573","5,847,809"
"2017/07/12","16,130.0","16,170.0","16,020.0","16,080.0","-160.0","4,718,500","376,481","367,518","0.98","-","16,026.00","16,002.00","15,233.86","4,790,454","4,909,874","5,885,730"
"2017/07/11","16,050.0","16,240.0","16,030.0","16,240.0","+170.0","4,910,119","491,572","219,443","0.45","-","16,022.00","15,994.80","15,214.66","5,115,811","4,892,691","5,910,121"
"2017/07/10","16,040.0","16,140.0","15,970.0","16,070.0","+250.0","4,215,745","391,503","283,620","0.72","-","15,970.00","15,979.60","15,189.73","5,348,832","4,980,190","5,924,269"
"2017/07/07","15,710.0","15,900.0","15,700.0","15,820.0","-100.0","5,010,545","352,564","423,046","1.20","-","15,962.00","15,985.20","15,166.26","5,293,385","5,072,626","5,990,920"
"2017/07/06","16,030.0","16,060.0","15,850.0","15,920.0","-140.0","5,097,363","372,335","379,510","1.02","-","15,994.00","16,002.40","15,154.66","6,053,214","5,385,234","5,987,952"
"2017/07/05","15,970.0","16,070.0","15,760.0","16,060.0","+80.0","6,345,286","445,190","521,564","1.17","-","16,066.00","15,993.60","15,143.06","5,920,785","5,471,324","5,975,515"
"2017/07/04","16,240.0","16,260.0","15,890.0","15,980.0","-50.0","6,075,221","534,052","440,594","0.83","-","16,084.00","15,966.00","15,131.20","5,425,435","5,320,415","5,968,152"
"2017/07/03","16,010.0","16,090.0","15,980.0","16,030.0","+50.0","3,938,514","496,400","280,997","0.57","-","16,140.00","15,943.60","15,120.13","5,036,294","5,258,892","5,930,265"
"2017/06/30","16,000.0","16,010.0","15,850.0","15,980.0","-300.0","8,809,686","467,138","498,937","1.07","-","16,162.00","15,920.00","15,109.06","4,750,972","5,205,902","5,917,548"
"2017/06/29","16,360.0","16,390.0","16,250.0","16,280.0","+130.0","4,435,218","644,338","224,403","0.35","5.00","16,190.00","15,898.00","15,098.93","3,637,603","5,007,124","5,853,741"
"2017/06/28","16,170.0","16,300.0","16,120.0","16,150.0","-110.0","3,868,540","687,595","255,252","0.37","-","16,152.00","15,872.00","15,084.66","3,466,018","5,028,641","5,896,694"
"2017/06/27","16,290.0","16,300.0","16,200.0","16,260.0","+120.0","4,129,512","740,885","213,172","0.29","5.00","16,146.00","15,847.20","15,066.13","3,842,431","5,035,008","5,890,388"
"2017/06/26","16,090.0","16,220.0","16,090.0","16,140.0","+20.0","2,511,904","527,096","275,524","0.52","-","16,148.00","15,809.20","15,044.53","4,523,505","5,004,157","5,893,236"
"2017/06/23","16,130.0","16,140.0","16,050.0","16,120.0","+30.0","3,242,844","510,788","287,126","0.56","-","16,122.00","15,780.40","15,026.40","4,965,128","5,072,332","5,897,860"
"2017/06/22","16,130.0","16,210.0","16,060.0","16,090.0","-30.0","3,577,292","480,284","295,740","0.62","-","16,060.00","15,747.60","15,009.20","5,341,606","5,219,734","5,907,842"
"2017/06/21","16,200.0","16,250.0","16,090.0","16,120.0","-150.0","5,750,603","528,605","233,491","0.44","-","15,970.00","15,713.20","14,994.40","5,886,922","5,480,455","5,940,623"
"2017/06/20","16,260.0","16,410.0","16,260.0","16,270.0","+260.0","7,534,885","600,481","146,353","0.24","5.00","15,892.00","15,693.60","14,981.06","5,421,164","5,538,917","5,972,125"
"2017/06/19","15,850.0","16,040.0","15,810.0","16,010.0","+200.0","4,720,017","439,803","253,877","0.58","-","15,790.00","15,674.40","14,962.53","4,493,456","5,438,956","6,007,786"
"2017/06/16","15,790.0","15,930.0","15,740.0","15,810.0","+170.0","5,125,236","360,196","282,869","0.79","-","15,744.00","15,662.40","14,941.73","4,441,490","5,429,605","6,006,264"
"2017/06/15","15,630.0","15,870.0","15,520.0","15,640.0","-90.0","6,303,872","345,967","306,616","0.89","-","15,768.00","15,660.80","14,923.46","4,707,266","5,504,195","6,050,639"
"2017/06/14","15,880.0","15,930.0","15,730.0","15,730.0","-30.0","3,421,813","287,589","400,853","1.39","-","15,796.00","15,671.20","14,911.06","4,485,190","5,483,076","6,050,697"
"2017/06/13","15,700.0","15,800.0","15,670.0","15,760.0","-20.0","2,896,346","393,616","410,612","1.04","-","15,830.00","15,673.60","14,899.06","4,658,613","5,605,844","6,064,168"
"2017/06/12","15,780.0","15,840.0","15,660.0","15,780.0","-150.0","4,460,184","464,719","397,436","0.86","-","15,850.00","15,671.20","14,886.80","5,498,862","5,718,050","6,085,222"
"2017/06/09","15,870.0","16,090.0","15,800.0","15,930.0","+150.0","6,454,115","446,468","356,400","0.80","-","15,936.00","15,670.80","14,874.26","5,912,154","6,033,177","6,075,161"
"2017/06/08","16,000.0","16,020.0","15,750.0","15,780.0","-120.0","5,193,495","379,888","454,074","1.20","-","16,000.00","15,636.40","14,857.33","7,186,481","6,058,932","6,045,237"
"2017/06/07","15,860.0","15,960.0","15,770.0","15,900.0","+40.0","4,288,926","391,971","355,946","0.91","-","15,984.00","15,599.20","14,841.86","7,597,703","6,011,627","6,061,456"
"2017/06/06","16,140.0","16,160.0","15,830.0","15,860.0","-350.0","7,097,590","402,284","405,255","1.01","-","15,878.00","15,550.80","14,827.06","7,254,430","6,049,115","6,089,391"
"2017/06/05","16,110.0","16,280.0","16,070.0","16,210.0","-40.0","6,526,648","642,884","152,263","0.24","5.00","15,790.00","15,507.60","14,814.66","6,742,346","5,998,152","6,072,433"
"2017/06/02","15,840.0","16,300.0","15,840.0","16,250.0","+550.0","12,825,749","844,288","107,552","0.13","5.00","15,636.00","15,452.40","14,793.86","5,959,766","6,070,182","6,097,947"
